ไฟล์,StuID,SubID,คะแนน,เต็ม
R1100.jpg,00000000,000000,0,50
R1101.jpg,65303006,036033,35,50
R1102.jpg,00000000,000000,5,50
R1103.jpg,01234567,000000,50,50
R1104.jpg,65303006,036033,35,50
